Date,High,Low,Open,Close
1962-02-15,0.098208532,0.097584985,0.097584985,0.097896755
1962-02-16,0.101326257,0.098520301,0.098520301,0.099767394
1962-02-19,0.099767394,0.098208532,0.099767394,0.098208532
1962-02-20,0.099143848,0.098832078,0.098832078,0.099143848
1962-02-21,0.098520301,0.097896755,0.098520301,0.097896755
1962-02-23,0.098208532,0.097273208,0.097896755,0.097273208
1962-02-26,0.096026115,0.093531929,0.096026115,0.094779022
1962-02-27,0.096026115,0.094155475,0.094779022,0.094155475
1962-02-28,0.094779022,0.093220159,0.094155475,0.093220159
1962-03-01,0.095714346,0.093531929,0.093531929,0.095714346
1962-03-02,0.096337892,0.095090799,0.095714346,0.095090799
1962-03-05,0.096961439,0.095402569,0.095402569,0.095402569
1962-03-06,0.095402569,0.094155475,0.095402569,0.094155475
1962-03-07,0.093531929,0.093531929,0.093531929,0.093531929
1962-03-08,0.095090799,0.093220159,0.093531929,0.095090799
1962-03-09,0.096026115,0.094779022,0.095090799,0.094779022
1962-03-12,0.096649662,0.095090799,0.095090799,0.096649662
1962-03-13,0.098208532,0.096649662,0.096649662,0.098208532
1962-03-14,0.099143848,0.097273208,0.098208532,0.097273208
1962-03-15,0.098520301,0.097273208,0.097273208,0.097896755
1962-03-16,0.098208532,0.097584985,0.097896755,0.097896755
1962-03-19,0.098832078,0.097896755,0.097896755,0.097896755
1962-03-20,0.097273208,0.096649662,0.097273208,0.096649662
1962-03-21,0.096337892,0.095090799,0.096337892,0.095090799
1962-03-22,0.094779022,0.094155475,0.094779022,0.094155475
1962-03-23,0.095402569,0.094155475,0.094155475,0.094155475
1962-03-26,0.094779022,0.093531929,0.094155475,0.093531929
1962-03-27,0.09290839,0.092284843,0.09290839,0.092284843
1962-03-28,0.091973066,0.09134952,0.091973066,0.091661297
1962-03-29,0.093220159,0.092284843,0.092284843,0.093220159
1962-03-30,0.093531929,0.092596613,0.093220159,0.093220159
1962-04-02,0.094155475,0.092284843,0.093220159,0.092284843
1962-04-03,0.093220159,0.091661297,0.092284843,0.091661297
1962-04-04,0.092284843,0.092284843,0.092284843,0.092284843
1962-04-05,0.092596613,0.091661297,0.092284843,0.091661297
1962-04-06,0.094155475,0.092596613,0.092596613,0.092596613
1962-04-09,0.093220159,0.092596613,0.092596613,0.09290839
1962-04-10,0.093220159,0.092596613,0.09290839,0.092596613
1962-04-11,0.093531929,0.091661297,0.092596613,0.091661297
1962-04-12,0.090102427,0.087296471,0.090102427,0.087296471
1962-04-13,0.087296471,0.084802285,0.087296471,0.086672924
1962-04-16,0.087920018,0.086984694,0.086984694,0.087920018
1962-04-17,0.090102427,0.088855334,0.088855334,0.089790657
1962-04-18,0.091661297,0.090414204,0.090414204,0.09103775
1962-04-19,0.092596613,0.09103775,0.09103775,0.09103775
1962-04-23,0.092596613,0.092284843,0.092284843,0.092284843
1962-04-24,0.094155475,0.092596613,0.092596613,0.093531929
1962-04-25,0.094467252,0.093220159,0.093531929,0.093220159
1962-04-26,0.09290839,0.09103775,0.09290839,0.09103775
1962-04-27,0.091661297,0.089167111,0.09103775,0.089167111
1962-04-30,0.087608241,0.085737608,0.087608241,0.085737608
1962-05-01,0.087296471,0.085425831,0.085737608,0.086672924
1962-05-02,0.087920018,0.086049378,0.086672924,0.087296471
1962-05-03,0.087296471,0.086361147,0.087296471,0.086672924
1962-05-04,0.087296471,0.086672924,0.086672924,0.086672924
1962-05-07,0.086049378,0.085425831,0.086049378,0.085425831
1962-05-08,0.086672924,0.083555192,0.085425831,0.083555192
1962-05-09,0.082308099,0.080437459,0.082308099,0.081061006
1962-05-10,0.080437459,0.079813913,0.080437459,0.079813913
1962-05-11,0.081061006,0.076072641,0.079813913,0.07794328
1962-05-14,0.082308099,0.07794328,0.07794328,0.082308099
1962-05-15,0.082931645,0.082308099,0.082308099,0.082931645
1962-05-16,0.082308099,0.080437459,0.082308099,0.080437459
1962-05-17,0.080437459,0.078566827,0.080437459,0.079190366
1962-05-18,0.079813913,0.079190366,0.079190366,0.079813913
1962-05-21,0.079813913,0.079190366,0.079813913,0.079813913
1962-05-22,0.082308099,0.079813913,0.079813913,0.079813913
1962-05-23,0.079813913,0.076072641,0.079813913,0.076072641
1962-05-24,0.078566827,0.076696187,0.076696187,0.076696187
1962-05-25,0.078566827,0.077631503,0.077631503,0.07794328
1962-05-28,0.079813913,0.077319734,0.07794328,0.077319734
1962-05-29,0.074202001,0.070772499,0.074202001,0.071707815
1962-05-31,0.082308099,0.079813913,0.079813913,0.079813913
1962-06-01,0.079813913,0.07794328,0.079813913,0.079813913
1962-06-04,0.079502143,0.074825548,0.079502143,0.074825548
1962-06-05,0.077319734,0.074202001,0.074825548,0.077007957
1962-06-06,0.079502143,0.07638441,0.077007957,0.079502143
1962-06-07,0.080437459,0.076696187,0.079502143,0.077319734
1962-06-08,0.079190366,0.077319734,0.077319734,0.078566827
1962-06-11,0.077319734,0.07638441,0.077319734,0.077319734
1962-06-12,0.076072641,0.074513771,0.076072641,0.074513771
1962-06-13,0.074513771,0.072331361,0.074513771,0.072331361
1962-06-14,0.071084268,0.065784127,0.071084268,0.065784127
1962-06-15,0.071396045,0.064848803,0.065784127,0.071396045
1962-06-18,0.072331361,0.068278313,0.071396045,0.072331361
1962-06-19,0.073266678,0.070460722,0.072331361,0.072331361
1962-06-20,0.072331361,0.070460722,0.072331361,0.071084268
1962-06-21,0.069837175,0.068901859,0.069837175,0.069837175
1962-06-22,0.069525406,0.067966536,0.069525406,0.067966536
1962-06-25,0.067342989,0.06516058,0.067342989,0.06516058
1962-06-26,0.066719443,0.06516058,0.06516058,0.06516058
1962-06-27,0.067966536,0.066095896,0.066095896,0.067966536
1962-06-28,0.068590082,0.067342989,0.067966536,0.067966536
1962-06-29,0.068278313,0.066719443,0.067966536,0.066719443
1962-07-02,0.067342989,0.06547235,0.06547235,0.067342989
1962-07-03,0.070772499,0.067342989,0.067342989,0.070772499
1962-07-05,0.071084268,0.069213629,0.070772499,0.069837175
1962-07-06,0.068590082,0.067966536,0.068590082,0.067966536
1962-07-09,0.067966536,0.067966536,0.067966536,0.067966536
1962-07-10,0.071084268,0.070460722,0.070460722,0.071084268
1962-07-11,0.074202001,0.070148952,0.071084268,0.074202001
1962-07-12,0.074202001,0.072643131,0.074202001,0.073578455
1962-07-13,0.073266678,0.072643131,0.073266678,0.073266678
1962-07-16,0.072954908,0.072331361,0.072954908,0.072331361
1962-07-17,0.072954908,0.071084268,0.072331361,0.071084268
1962-07-18,0.069837175,0.069837175,0.069837175,0.069837175
1962-07-19,0.070460722,0.069837175,0.069837175,0.070460722
1962-07-20,0.071707815,0.070460722,0.070460722,0.071707815
1962-07-23,0.071707815,0.070460722,0.071707815,0.070460722
1962-07-24,0.071707815,0.069837175,0.070460722,0.069837175
1962-07-25,0.068901859,0.067966536,0.068901859,0.068590082
1962-07-26,0.067966536,0.06703122,0.067966536,0.06703122
1962-07-27,0.067342989,0.066719443,0.06703122,0.067342989
1962-07-30,0.068278313,0.067966536,0.067966536,0.067966536
1962-07-31,0.069213629,0.068278313,0.068278313,0.068590082
1962-08-01,0.068590082,0.068278313,0.068590082,0.068590082
1962-08-02,0.070460722,0.069525406,0.069525406,0.070460722
1962-08-03,0.071396045,0.069213629,0.070460722,0.069213629
1962-08-06,0.071084268,0.070148952,0.070148952,0.071084268
1962-08-07,0.071084268,0.071084268,0.071084268,0.071084268
1962-08-08,0.072331361,0.071084268,0.071084268,0.072331361
1962-08-09,0.072331361,0.072019584,0.072331361,0.072331361
1962-08-10,0.072019584,0.071084268,0.072019584,0.071084268
1962-08-13,0.070772499,0.069837175,0.070772499,0.070772499
1962-08-14,0.071707815,0.071396045,0.071396045,0.071707815
1962-08-15,0.073266678,0.072019584,0.072019584,0.072019584
1962-08-16,0.073578455,0.071396045,0.072019584,0.072954908
1962-08-17,0.074825548,0.072331361,0.072954908,0.074825548
1962-08-20,0.078566827,0.075449094,0.075449094,0.078566827
1962-08-21,0.079813913,0.078566827,0.078566827,0.078566827
1962-08-22,0.079502143,0.07794328,0.078566827,0.079502143
1962-08-23,0.079502143,0.077319734,0.079502143,0.07825505
1962-08-24,0.080749236,0.078878596,0.078878596,0.080749236
1962-08-27,0.081372783,0.079502143,0.080749236,0.079502143
1962-08-28,0.079813913,0.07638441,0.079502143,0.07638441
1962-08-29,0.079190366,0.074825548,0.07638441,0.078566827
1962-08-30,0.078878596,0.077319734,0.078566827,0.077319734
1962-08-31,0.078566827,0.07794328,0.07794328,0.07794328
1962-09-04,0.077319734,0.075760864,0.077319734,0.075760864
1962-09-05,0.074825548,0.073890224,0.074825548,0.073890224
1962-09-06,0.074825548,0.073890224,0.073890224,0.074825548
1962-09-07,0.074825548,0.073890224,0.074825548,0.073890224
1962-09-10,0.073578455,0.072954908,0.073578455,0.072954908
1962-09-11,0.073578455,0.072643131,0.072954908,0.073578455
1962-09-12,0.074202001,0.074202001,0.074202001,0.074202001
1962-09-13,0.074202001,0.072954908,0.074202001,0.073578455
1962-09-14,0.072954908,0.071707815,0.072954908,0.072019584
1962-09-17,0.071707815,0.071084268,0.071707815,0.071084268
1962-09-18,0.072019584,0.070772499,0.071084268,0.071084268
1962-09-19,0.072331361,0.071707815,0.071707815,0.071707815
1962-09-20,0.071084268,0.070772499,0.071084268,0.070772499
1962-09-21,0.070148952,0.068590082,0.070148952,0.068590082
1962-09-24,0.068590082,0.066719443,0.068590082,0.067342989
1962-09-25,0.067342989,0.066095896,0.067342989,0.066719443
1962-09-26,0.066407673,0.066095896,0.066407673,0.066095896
1962-09-27,0.066095896,0.06547235,0.066095896,0.06547235
1962-09-28,0.064848803,0.063913487,0.064848803,0.063913487
1962-10-01,0.064848803,0.062354621,0.063913487,0.062354621
1962-10-02,0.064225264,0.061731074,0.062354621,0.063601717
1962-10-03,0.064848803,0.064225264,0.064225264,0.064848803
1962-10-04,0.064225264,0.063913487,0.064225264,0.063913487
1962-10-05,0.065784127,0.064225264,0.064225264,0.064848803
1962-10-08,0.064848803,0.064848803,0.064848803,0.064848803
1962-10-09,0.06516058,0.064225264,0.064848803,0.06516058
1962-10-10,0.064848803,0.06328994,0.064848803,0.06328994
1962-10-11,0.063601717,0.062978171,0.06328994,0.063601717
1962-10-12,0.062978171,0.062354621,0.062978171,0.062978171
1962-10-15,0.063601717,0.062666394,0.062978171,0.062978171
1962-10-16,0.06328994,0.06328994,0.06328994,0.06328994
1962-10-17,0.06328994,0.062354621,0.06328994,0.06328994
1962-10-18,0.062978171,0.062666394,0.062978171,0.062666394
1962-10-19,0.062978171,0.061107531,0.062666394,0.061107531
1962-10-22,0.060795758,0.055807386,0.060795758,0.058301572
1962-10-23,0.055495612,0.052377883,0.055495612,0.054560293
1962-10-24,0.056742705,0.052689657,0.054560293,0.056742705
1962-10-25,0.057054479,0.055807386,0.056742705,0.056119159
1962-10-26,0.054872066,0.053624976,0.054872066,0.053624976
1962-10-29,0.059548665,0.057366252,0.057366252,0.057989798
1962-10-30,0.062354621,0.057366252,0.057989798,0.061731074
1962-10-31,0.062042847,0.059860438,0.061731074,0.059860438
1962-11-01,0.062354621,0.060483985,0.060483985,0.062354621
1962-11-02,0.064848803,0.062978171,0.062978171,0.064537033
1962-11-05,0.067966536,0.066407673,0.066407673,0.06703122
1962-11-07,0.067342989,0.063601717,0.06703122,0.066719443
1962-11-08,0.067966536,0.066407673,0.066719443,0.067654766
1962-11-09,0.067966536,0.066719443,0.067654766,0.067342989
1962-11-12,0.071084268,0.068901859,0.068901859,0.071084268
1962-11-13,0.072019584,0.069837175,0.071084268,0.069837175
1962-11-14,0.072643131,0.070460722,0.070460722,0.072331361
1962-11-15,0.073266678,0.070148952,0.072331361,0.070148952
1962-11-16,0.074202001,0.070460722,0.070460722,0.072331361
1962-11-19,0.074513771,0.072954908,0.072954908,0.074513771
1962-11-20,0.076072641,0.073578455,0.074513771,0.076072641
1962-11-21,0.07638441,0.074513771,0.076072641,0.076072641
1962-11-23,0.076072641,0.072954908,0.076072641,0.074825548
1962-11-26,0.07638441,0.072643131,0.074825548,0.072643131
1962-11-27,0.074825548,0.073578455,0.073578455,0.074825548
1962-11-28,0.075760864,0.074825548,0.074825548,0.075137317
1962-11-29,0.075760864,0.074513771,0.075137317,0.074825548
1962-11-30,0.074825548,0.069837175,0.074825548,0.071396045
1962-12-03,0.072331361,0.072019584,0.072019584,0.072019584
1962-12-04,0.073578455,0.072019584,0.072019584,0.073266678
1962-12-05,0.073890224,0.072954908,0.073266678,0.072954908
1962-12-06,0.072954908,0.072331361,0.072954908,0.072954908
1962-12-07,0.072331361,0.071396045,0.072331361,0.071396045
1962-12-10,0.071396045,0.070148952,0.071396045,0.070148952
1962-12-11,0.071084268,0.070772499,0.070772499,0.070772499
1962-12-12,0.072331361,0.070772499,0.070772499,0.072331361
1962-12-13,0.072331361,0.071707815,0.072331361,0.071707815
1962-12-14,0.071084268,0.069213629,0.071084268,0.069837175
1962-12-17,0.071084268,0.069213629,0.069837175,0.071084268
1962-12-18,0.071290039,0.070326664,0.071290039,0.070326664
1962-12-19,0.070647784,0.070005536,0.070326664,0.070005536
1962-12-20,0.073859051,0.072574541,0.072574541,0.073216796
1962-12-21,0.074501298,0.073216796,0.073216796,0.073216796
1962-12-24,0.077070311,0.073537923,0.073537923,0.077070311
1962-12-26,0.077070311,0.076106936,0.077070311,0.077070311
1962-12-27,0.077070311,0.076106936,0.077070311,0.076106936
1962-12-28,0.076428063,0.074501298,0.076106936,0.075464681
1962-12-31,0.074501298,0.071290039,0.074501298,0.072253421
1963-01-02,0.074822426,0.071290039,0.072253421,0.073859051
1963-01-03,0.078354821,0.074180178,0.074180178,0.077712566
1963-01-04,0.079639323,0.078675941,0.078675941,0.079639323
1963-01-07,0.079639323,0.077712566,0.079639323,0.078675941
1963-01-08,0.079639323,0.078997068,0.078997068,0.079639323
1963-01-09,0.079639323,0.078675941,0.079639323,0.079318196
1963-01-10,0.08317171,0.079639323,0.079639323,0.08317171
1963-01-11,0.08317171,0.082208335,0.08317171,0.082850583
1963-01-14,0.087025225,0.08156608,0.082850583,0.086704105
1963-01-15,0.087988608,0.08606185,0.086704105,0.086382978
1963-01-16,0.08606185,0.084135093,0.08606185,0.08477734
1963-01-17,0.085740723,0.08445622,0.08477734,0.085740723
1963-01-18,0.087025225,0.085740723,0.085740723,0.085740723
1963-01-21,0.086382978,0.084135093,0.085740723,0.08477734
1963-01-22,0.085419595,0.08477734,0.08477734,0.08477734
1963-01-23,0.085740723,0.083492838,0.08477734,0.083492838
1963-01-24,0.082850583,0.082208335,0.082850583,0.082208335
1963-01-25,0.083492838,0.080281578,0.082208335,0.082208335
1963-01-28,0.082208335,0.08156608,0.082208335,0.08156608
1963-01-29,0.08156608,0.080923826,0.08156608,0.081244953
1963-01-30,0.082208335,0.080923826,0.081244953,0.08156608
1963-01-31,0.082208335,0.080923826,0.08156608,0.080923826
1963-02-01,0.083492838,0.081887208,0.081887208,0.081887208
1963-02-04,0.082850583,0.08156608,0.081887208,0.082208335
1963-02-05,0.082850583,0.08156608,0.082208335,0.082850583
1963-02-06,0.082850583,0.079639323,0.082850583,0.080281578
1963-02-07,0.081244953,0.080923826,0.080923826,0.080923826
1963-02-08,0.080281578,0.079960451,0.080281578,0.079960451
1963-02-11,0.081244953,0.080281578,0.080281578,0.080602705
1963-02-12,0.080281578,0.079960451,0.080281578,0.079960451
1963-02-13,0.08317171,0.080281578,0.080281578,0.08317171
1963-02-14,0.083492838,0.08156608,0.08317171,0.08156608
1963-02-15,0.08477734,0.082208335,0.084135093,0.08477734
1963-02-18,0.087988608,0.085740723,0.085740723,0.086704105
1963-02-19,0.087346353,0.08606185,0.086704105,0.086704105
1963-02-20,0.087988608,0.086704105,0.086704105,0.087988608
1963-02-21,0.088630863,0.08606185,0.087988608,0.087988608
1963-02-25,0.089594238,0.087346353,0.087988608,0.08927311
1963-02-26,0.09087874,0.089915365,0.089915365,0.09087874
1963-02-27,0.089915365,0.086704105,0.089915365,0.086704105
1963-02-28,0.087346353,0.085740723,0.086704105,0.086704105
1963-03-01,0.087025225,0.083492838,0.086704105,0.084135093
1963-03-04,0.087025225,0.084135093,0.084135093,0.087025225
1963-03-05,0.087988608,0.087025225,0.087025225,0.087346353
1963-03-06,0.087988608,0.086704105,0.087346353,0.08766748
1963-03-07,0.088309735,0.08766748,0.08766748,0.088309735
1963-03-08,0.087988608,0.087346353,0.087988608,0.08766748
1963-03-11,0.088630863,0.087988608,0.087988608,0.088630863
1963-03-12,0.089915365,0.088630863,0.088309735,0.089915365
1963-03-13,0.091199867,0.08927311,0.089915365,0.089915365
1963-03-14,0.089915365,0.088630863,0.089915365,0.088630863
1963-03-15,0.088630863,0.087346353,0.088630863,0.087346353
1963-03-18,0.088309735,0.087346353,0.087346353,0.087346353
1963-03-19,0.08927311,0.085740723,0.087346353,0.085740723
1963-03-20,0.08766748,0.085098468,0.085740723,0.087025225
1963-03-21,0.08766748,0.085740723,0.087025225,0.085740723
1963-03-22,0.086704105,0.085419595,0.085740723,0.086704105
1963-03-25,0.087346353,0.08606185,0.086704105,0.086704105
1963-03-26,0.087346353,0.086704105,0.086704105,0.086704105
1963-03-27,0.088309735,0.087346353,0.087346353,0.088309735
1963-03-28,0.088309735,0.087346353,0.088309735,0.087346353
1963-03-29,0.087346353,0.086704105,0.087346353,0.087025225
1963-04-01,0.087988608,0.086704105,0.087025225,0.086704105
1963-04-02,0.087988608,0.087025225,0.087025225,0.087988608
1963-04-03,0.088630863,0.087988608,0.087988608,0.087988608
1963-04-04,0.08927311,0.088951983,0.088951983,0.08927311
1963-04-05,0.089594238,0.088630863,0.08927311,0.088630863
1963-04-08,0.089594238,0.088630863,0.088630863,0.088951983
1963-04-09,0.089594238,0.086704105,0.088951983,0.087988608
1963-04-10,0.087346353,0.08606185,0.087346353,0.08606185
1963-04-11,0.086382978,0.08606185,0.08606185,0.086382978
1963-04-15,0.087346353,0.08606185,0.086382978,0.087025225
1963-04-16,0.087025225,0.08606185,0.087025225,0.086382978
1963-04-17,0.086382978,0.085098468,0.086382978,0.085098468
1963-04-18,0.085740723,0.085098468,0.085098468,0.085740723
1963-04-19,0.08606185,0.085419595,0.085740723,0.085419595
1963-04-22,0.085419595,0.083813965,0.085419595,0.083813965
1963-04-23,0.08477734,0.083492838,0.083813965,0.08477734
1963-04-24,0.08477734,0.082850583,0.08477734,0.082850583
1963-04-25,0.083492838,0.082850583,0.082850583,0.083492838
1963-04-26,0.085419595,0.084135093,0.084135093,0.085098468
1963-04-29,0.088309735,0.08606185,0.08606185,0.086382978
1963-04-30,0.08606185,0.085419595,0.08606185,0.08606185
1963-05-01,0.089594238,0.086704105,0.086704105,0.08927311
1963-05-02,0.094411135,0.088951983,0.08927311,0.09376888
1963-05-03,0.093126625,0.091842122,0.093126625,0.093126625
1963-05-06,0.093126625,0.091520995,0.093126625,0.091842122
1963-05-07,0.09216325,0.090236492,0.091842122,0.09055762
1963-05-08,0.092805505,0.091199867,0.091199867,0.092805505
1963-05-09,0.09376888,0.092805505,0.092805505,0.092805505
1963-05-10,0.093447752,0.091199867,0.092805505,0.091520995
1963-05-13,0.092805505,0.091520995,0.091520995,0.091842122
1963-05-14,0.091842122,0.091520995,0.091842122,0.091520995
1963-05-15,0.091842122,0.091520995,0.091520995,0.091520995
1963-05-16,0.091199867,0.090236492,0.091199867,0.090236492
1963-05-17,0.09055762,0.089915365,0.090236492,0.089915365
1963-05-20,0.089594238,0.08927311,0.089594238,0.089594238
1963-05-21,0.09087874,0.08927311,0.089594238,0.089915365
1963-05-22,0.091199867,0.089594238,0.089915365,0.091199867
1963-05-23,0.092484377,0.091520995,0.091520995,0.09216325
1963-05-24,0.091199867,0.09055762,0.091199867,0.09055762
1963-05-27,0.090236492,0.089594238,0.090236492,0.089915365
1963-05-28,0.09055762,0.089915365,0.089915365,0.089915365
1963-05-29,0.089915365,0.088951983,0.089915365,0.088951983
1963-05-31,0.089915365,0.088951983,0.088951983,0.089915365
1963-06-03,0.091520995,0.088630863,0.089915365,0.088630863
1963-06-04,0.088630863,0.087988608,0.088630863,0.088630863
1963-06-05,0.091199867,0.088630863,0.088630863,0.08927311
1963-06-06,0.09087874,0.089594238,0.089594238,0.089915365
1963-06-07,0.09216325,0.08927311,0.089915365,0.09216325
1963-06-10,0.092805505,0.091842122,0.09216325,0.09216325
1963-06-11,0.093447752,0.09216325,0.09216325,0.092484377
1963-06-12,0.096337892,0.093447752,0.093447752,0.096016765
1963-06-13,0.097943522,0.096016765,0.096016765,0.096016765
1963-06-14,0.09698014,0.094090007,0.096016765,0.095695637
1963-06-17,0.097301267,0.096337892,0.096337892,0.097301267
1963-06-18,0.09826465,0.097301267,0.097301267,0.09826465
1963-06-19,0.101154782,0.09826465,0.09826465,0.098906904
1963-06-20,0.099870279,0.09665902,0.098906904,0.099549152
1963-06-21,0.099870279,0.098906904,0.099549152,0.099870279
1963-06-24,0.099870279,0.099228024,0.099870279,0.099870279
1963-06-25,0.101475909,0.099870279,0.099870279,0.100191407
1963-06-26,0.099549152,0.097622395,0.099549152,0.097622395
1963-06-27,0.097943522,0.094090007,0.097622395,0.094090007
1963-06-28,0.09698014,0.094732262,0.094732262,0.09698014
1963-07-01,0.096337892,0.095053382,0.096337892,0.095695637
1963-07-02,0.097943522,0.095695637,0.095695637,0.097943522
1963-07-03,0.100191407,0.098585777,0.098585777,0.099549152
1963-07-05,0.100191407,0.098906904,0.099549152,0.098906904
1963-07-08,0.098906904,0.09698014,0.098906904,0.098906904
1963-07-09,0.103723794,0.098906904,0.098906904,0.103081539
1963-07-10,0.105008304,0.101475909,0.103081539,0.104044922
1963-07-11,0.106292807,0.101797037,0.104044922,0.102439292
1963-07-12,0.104044922,0.101475909,0.102439292,0.101797037
1963-07-15,0.102760419,0.100512534,0.101797037,0.100833662
1963-07-16,0.100833662,0.100512534,0.100833662,0.100512534
1963-07-17,0.100191407,0.09698014,0.100191407,0.09826465
1963-07-18,0.098906904,0.097943522,0.09826465,0.097943522
1963-07-19,0.099870279,0.09826465,0.09826465,0.09826465
1963-07-22,0.099549152,0.095695637,0.09826465,0.097622395
1963-07-23,0.099549152,0.097622395,0.097622395,0.097622395
1963-07-24,0.099549152,0.097943522,0.097943522,0.099228024
1963-07-25,0.100512534,0.098906904,0.099228024,0.098906904
1963-07-26,0.101475909,0.098906904,0.098906904,0.099549152
1963-07-29,0.103081539,0.100512534,0.100512534,0.100512534
1963-07-30,0.102118164,0.101154782,0.101154782,0.101475909
1963-07-31,0.102760419,0.101154782,0.101475909,0.101475909
1963-08-01,0.101475909,0.099549152,0.101475909,0.099549152
1963-08-02,0.100191407,0.099228024,0.099549152,0.099870279
1963-08-05,0.100191407,0.099870279,0.099870279,0.100191407
1963-08-06,0.103723794,0.100191407,0.100191407,0.103723794
1963-08-07,0.105650552,0.104044922,0.104044922,0.104366049
1963-08-08,0.105650552,0.104366049,0.104366049,0.105008304
1963-08-09,0.109182946,0.105650552,0.105650552,0.109182946
1963-08-12,0.111430824,0.109504066,0.109504066,0.110146321
1963-08-13,0.111430824,0.109504066,0.110146321,0.110146321
1963-08-14,0.114320964,0.110788576,0.110788576,0.114320964
1963-08-15,0.115605466,0.113999836,0.114320964,0.114320964
1963-08-16,0.114642091,0.110467449,0.114320964,0.110467449
1963-08-19,0.113036461,0.111751951,0.111751951,0.112394206
1963-08-20,0.113678709,0.111751951,0.112394206,0.111751951
1963-08-21,0.112715334,0.110788576,0.111751951,0.110788576
1963-08-22,0.113036461,0.110788576,0.110788576,0.113036461
1963-08-23,0.113678709,0.112073079,0.113036461,0.112073079
1963-08-26,0.114642091,0.112073079,0.112073079,0.113999836
1963-08-27,0.114963219,0.113036461,0.113999836,0.113036461
1963-08-28,0.115605466,0.112394206,0.113036461,0.115605466
1963-08-29,0.117211103,0.115926594,0.115926594,0.116568848
1963-08-30,0.115926594,0.114963219,0.115926594,0.114963219
1963-09-03,0.115605466,0.114320964,0.114963219,0.114320964
1963-09-04,0.114963219,0.111751951,0.114320964,0.111751951
1963-09-05,0.113036461,0.111751951,0.111751951,0.112394206
1963-09-06,0.112394206,0.109182946,0.112394206,0.111109704
1963-09-09,0.110467449,0.106935062,0.110467449,0.107256182
1963-09-10,0.110788576,0.107256182,0.107256182,0.110146321
1963-09-11,0.114320964,0.111751951,0.111751951,0.112394206
1963-09-12,0.113678709,0.111430824,0.112394206,0.113678709
1963-09-13,0.116568848,0.113678709,0.113678709,0.116568848
1963-09-16,0.119137861,0.116247721,0.116568848,0.116247721
1963-09-17,0.116247721,0.114320964,0.116247721,0.114320964
1963-09-18,0.114963219,0.112073079,0.114320964,0.112073079
1963-09-19,0.114320964,0.112073079,0.112073079,0.112073079
1963-09-20,0.112394206,0.110467449,0.112073079,0.110467449
1963-09-23,0.110788576,0.109825194,0.110467449,0.110788576
1963-09-24,0.110467449,0.108861819,0.110467449,0.110467449
1963-09-25,0.111430824,0.108540691,0.110467449,0.110146321
1963-09-26,0.109825194,0.107898436,0.109825194,0.107898436
1963-09-27,0.109182946,0.107898436,0.107898436,0.108540691
1963-09-30,0.109825194,0.105971679,0.108540691,0.107577309
1963-10-01,0.110467449,0.107898436,0.107898436,0.110467449
1963-10-02,0.113036461,0.110467449,0.110467449,0.113036461
1963-10-03,0.115605466,0.113678709,0.113678709,0.114642091
1963-10-04,0.115605466,0.113678709,0.114642091,0.113999836
1963-10-07,0.114963219,0.112394206,0.113999836,0.112394206
1963-10-08,0.111751951,0.110467449,0.111751951,0.110467449
1963-10-09,0.111430824,0.109825194,0.110467449,0.110467449
1963-10-10,0.112073079,0.110467449,0.110467449,0.112073079
1963-10-11,0.113678709,0.111751951,0.112073079,0.112394206
