group_id,group_name,category_id,city_id,organizer_id
129277,The Live Food Chicago Community,14,60601,2381814
129313,The New York City Raw Food Meetup Group,14,10001,11983376
130340,"The New York City, Boston Red Sox meetup group.",32,10001,3515430
130643,NYC Reiki & Spiritual Healing Events,14,10001,4672389
131291,The New York City-BKLYN-L.I. Republican Party Meetup Group,13,10001,152762
134063,The San Francisco Ruby Meetup Group,34,94101,2368765
134708,The New York City Russian Language Meetup Group,16,10001,188191939
135785,Sultry Salsa Dancers Chicago,5,60601,2884706
135815,The New York Latin Social Group,5,10001,9100328
136329,"NYC Satanists, Luciferians, Dark Pagans, and LHP Occultists",22,10001,1710473
137598,The Chicago Sci-Fi/Fantasy Meetup Group,29,60601,2173812
137667,The New York City Sci-Fi/Fantasy Meetup Group,29,10001,2059150
137842,World Writers-the NYC SciFi Fantasy Writers meetup,36,10001,2059150
138890,NYC Screenwriters Collective,20,10001,546636
139547,"Love, Happiness & Success NYC",14,10001,8238496
140195,Saturday Strategy & Euro Boardgames,11,60601,2177861
140217,NYC Settlers of Catan Meetup Group,11,10001,4041614
141123,The New York City Shih Tzu Meetup Group,26,10001,2465322
141141,The San Francisco Shih Tzu Meetup Group,26,94101,357792
141281,Chicago Shyness and Social Anxiety Meetup,33,60601,199991577
142245,Events for Wine Lovers,31,10001,7609126
143531,Chicago Business Leaders Forum,2,60601,3423166
143565,New York Business Network,2,10001,1927340
144409,The New York City Social Networking Meetup Group,31,10001,1985957
145874,The Chicago Spanish Language Meetup Group,16,60601,2650644
145951,The New York Spanish Language Meetup,16,10001,1934616
145990,San Francisco Spanish-Language MeetUp,16,94101,810537
146584,The New York City Eastern Spirituality Meetup Group,28,10001,915553
147811,The New York City Star Trek Meetup Group,29,10001,2059150
148015,The  New York City Star Wars  Meetup,29,10001,2059150
148184,The New York City Pittsburgh Steelers Meetup Group,32,10001,2763031
150828,The Chicago T'ai Chi Meetup Group,14,60601,1850986
151205,Forest Hills Tarot Meetup~ Tarot Community,22,10001,2116257
151261,The New York City Tarot Meetup Group,22,10001,435530
153174,Thai Language Meetup of NYC and NJ,31,10001,1307552
153288,Chicago Theater Goers Meetup Group,1,60601,1825635
155678,The Chicago Townhall Meetup Group,13,60601,332508
156777,New York City Futurist Group,29,10001,6264915
156985,The Chicago Travel Meetup Group,23,60601,223696
157055,NYC World Travelers Group,23,10001,3983984
157085,SF Travel Addicts,31,94101,132277952
160188,The Chicago Vampire Meetup Group,31,60601,2231199
160880,Vegan Chicago,10,60601,408529
160956,NYC Vegan EatUP,10,10001,1286288
161249,The New York City Vegetarian & Vegan Meetup,10,10001,4493092
161727,New York Vietnamese Meetup Group,16,10001,1831400
163773,NYC Web Design Meetup,34,10001,2223164
166137,NYC Wine Club,10,10001,1811550
166524,The New York City Witches Meetup Group,22,10001,435530
170014,San Francisco Yorkshire Terrier & Dog Friends Meetup Group,26,94101,2153979
170413,The New York Young Republican Club,13,10001,46170092
171277,The New York City Democratic Party Meetup Group,13,10001,5675641
171703,The Upper Manhattan Democracy for America/DFNYC Meetup Group,13,10001,589907
171706,The Lower Manhattan Democracy for America/DFNYC Meetup Group,13,10001,589907
172957,The New York Hong Kong/Cantonese Meetup Group,16,10001,206982
172996,"Chicago Arabic language, Culture & civilization Club",16,60601,1103159
176419,The New York French Language Meetup Group,16,10001,206982
177092,New York City/Long Island Archery Group,32,10001,4820391
177330,Graphic Design NYC,34,10001,4021166
178198,Union Square Reading Group,1,10001,7792265
178487,Low Stakes Poker in Midtown,11,10001,8963807
179249,SOCIAL SAN FRANCISCO,31,94101,11599890
182048,The International Music Photographers Lounge,27,10001,18149
183023,The Chicago Texas Holdem Meetup Group (C-THEM),11,60601,1856747
188667,New York City Swing Dance Group,5,10001,2851606
190144,The World Food Lover's Dining Out Group,10,10001,5555861
190303, NYC Entrepreneurs - Collaborate Innovate Expand,2,10001,34061522
191073,! New York Social Society Meetup Group !,31,10001,2311845
192000,NY's #1 Jewish Professionals Group,31,10001,2307553
192016,The Chicago Scotch Malt Whiskey Meetup Group,10,60601,1783217
192035,The NYC Business Networking Group (NYCBNG): Award Winner!,2,10001,2307553
192039,The Leftonred and Greene Meetup Group,31,10001,915553
194110,Space Travelers Meetup On The Moon,22,10001,18149
194872,VegOut NYC,10,10001,10021589
196664,ITALIANI NYc  italian language  www.ITALIANIALLESTERO.TV,16,10001,2424178
197964,The NYC  Book Club Meetup Group,18,10001,190517347
198402,New York Adventures,31,10001,915553
199194,The New York Wine Social Group,31,10001,7844827
199741,Manhattan figure study and lighting workshops,27,10001,1953012
200998,NYC Professional Black And Latino Women,2,10001,82079902
202973,Asian American Professionals Connect Chicago (AAPC),2,60601,6617925
203119,Symbio.City,2,94101,1321452
204321,Closed Group,31,10001,2069181
204655,"NYC Chinese Language, Art, Culture and Business Group",16,10001,9151249
204662,The New York Music Production Meetup Group,21,10001,6080366
204781,Mandarin Mondays,16,10001,7665573
204802,Design Pros SF Bay Area  DPSFBA,27,94101,33932842
205659,NYC Writers Circle,36,10001,417331
206147,NYC Black Professionals Dining Experience,2,10001,99490032
206643,The New York Argentinians Meetup,31,10001,744841
207532,Aiwass Study Group,22,10001,2301408
208590,Osho Chicago Zorba the Buddha Circle,14,60601,8787938
209033,The Chicago Stay At Home Moms Meetup Group,25,60601,199488117
209318,The Original Dallas Cowboys' NYC Harcore Fan Club,32,10001,2322349
209639,"WATCH SOCCER IN NYC (EuroCup, English Premier, World Cup)",32,10001,7340847
210223,The Chicago Trading Group,2,60601,2856254
210793,Enchanted Crossroads Grove,22,10001,4273862
211301,"English, Vietnamese, Chinese, French, Portuguese Xchange",16,10001,2425379
211654,"Chicago Horror Meetup Group (Movies, Books, Etc., Etc.)",20,60601,6218632
211792,The New York Reporters and Journalists Meetup Group,34,10001,4241802
212018,Chicago Knitters Unite!,15,60601,7530046
213348,Drawing the Light - Studio & Lighting Classes,27,10001,7921342
213545,NYC French Expats (et autres francophiles) -Language Group,31,10001,119008632
213982,"NYC Networking & Social Events (3,000+ Members)",31,10001,8727161
214083,Mind & Body NYC,14,10001,58853982
214137,New York Snowboarding Group,23,10001,11582265
214504,Chicago Bloggers,34,60601,2882666
214927,Ethics and the Arts,28,10001,217396353
215238,Chicago Authors Showcase Book Club,22,60601,8893941
215959,Chicago Kabbalah & Spirituality,22,60601,1372325
216810,New York Asian Professionals Meetup- 8638 Members & growing!,31,10001,2319868
216933,Harry Potter NYC - The Group that Shall Not be Named,29,10001,4827
217255,The New York English Language Group,16,10001,2425379
217535,The NY Epilepsy Support Network,33,10001,4284643
217575,Explore NY Meetup Group,31,10001,4493092
217853,TRI-STATE-NY- NJ -CT HEAVY METAL HEADBANGERS GROUP,21,10001,4472889
218094,"Prague Spring, NYC Chapter",6,10001,2964657
218210,Coach AGIWAL: New York Walking Meetup Group:Walk Park Ranger,9,10001,7455051
218308,The New York Opera Meetup,31,10001,52884312
218324,Professionals In New York City,30,10001,2307553
219102,The San Francisco Boston Terrier Meetup Group,26,94101,13166754
219810,Chicagoland Screenwriters & Filmmakers,36,60601,11761557
219932,NYC Bollywood Meetup Group,16,10001,50249772
219990,The New York City Pilots Group - (HANGAR FLYERS),23,10001,3205173
219991,#1 New York Shyness and Social Anxiety Meetup Group,33,10001,2806195
220201,Chicago Advertising Professionals Meetup Group,2,60601,7111092
220275,New York Tango,5,10001,1794290
220424,Super Fabulicious Hiking and Outdoor Adventure Group,23,94101,3550769
220651,Rumi New York City,21,10001,3444135
220967,The NYC Small Dog Playgroup,26,10001,1328276
221110,The Chicago Scuba Meetup Group,23,60601,1975726
221208,Manhattan Upscale Adventures,10,10001,2462184
221267,The Chicago Goth Meetup Group,17,60601,363594
221293,San Francisco Tech4Good,34,94101,37748782
222362,NYCDSG: The New York City Depression Support Group.,33,10001,188697481
222898,"Real Estate Investors, Agents & Business Owners Association",2,10001,205719834
223019,New York City German Language Meetup Group,16,10001,1105125
223574,The Chicago area Dungeons & Dragons / RPG Meetup Group,11,60601,1910230
224169,The NY Culture Circle!,21,10001,2092777
224373,The NY Musicians Group,21,10001,2092777
224401,New York City Friends & Professionals,2,10001,21003391
225219,The New York City Meetup Organizer Meetup Group,2,10001,915553
225407,Chicago Meetup Organizers (CMO),4,60601,2650644
226502,Futures and Forex Trading Education of Chicago,2,60601,70547492
227290,Chicago Hip Mama Collective,25,60601,3284153
227397,Windy City Hikers Meetup Group,23,60601,3225961
227421,The New York Japanese Culture Group,16,10001,2986853
227880,Secular Humanist Society of New York,28,10001,1223305
228200,New York  City Entrepreneurs,2,10001,9803887
228267,Sweet & Easy Success Secrets for Chocolate Professionals!,10,10001,186843427
228460,Central Lacrosse NYC: Women's Post Collegiate Lacrosse,32,10001,1952684
228614,The New York Boston Terrier Meetup Group,26,10001,3217594
228852,SF New Tech,34,94101,17
229174,The New York Immigration Control Meetup Group,2,10001,747513
229184,The New York Conservatives Meetup Group,13,10001,747513
229223,New York City Extreme Power Napping Meetup,14,10001,93086
229279,The Chicago Sushi Meetup Group,10,60601,1932550
229654,The New York Golf Meetup Group,32,10001,358085
229690,CASPAN: Chicago Autism Spectrum Young Adult Network/UAS,33,60601,127838552
229857,The New York Classical Music Meetup,21,10001,1820971
230033,The San Francisco Bay Area PostgreSQL Meetup Group,34,94101,8476397
230897,The NYC Italian Greyhound Playgroup,26,10001,2930807
231160,The Irish in New York Meetup Group,16,10001,2507452
231250,NYC Digital Marketing Meetup,2,10001,3398073
231501,The New York Puggles Meetup Group,26,10001,3053565
231508,The Super-Secret Invite-Only Asian Dating Meetup,30,10001,2824766
231814,The New York City Queer Christians Meetup,12,10001,2607874
232018,Cosmic Health NYC - Meditation Breathe Spirit Light,14,10001,36831342
232129,The New York Brazilian Portuguese Meetup Group,16,10001,569065
232208,The Chicagoland Gay and Lesbian Professionals Meetup Group,12,60601,8571220
232270,The San Francisco Expat Canadian Meetup Group,16,94101,6721317
232487,Indian Music And Art Meetup,16,10001,85907662
232540,The Quran Discussion Group,28,10001,2443183
232923,Chicago DIY Learning Center,32,60601,2693333
232940,The San Francisco Photography Meetup Group,27,94101,2739387
233753,See The Futures,34,10001,12082286
233784,Nippon Food Club of NYC,10,10001,29293082
233860,The New York Wireless Connectivity Meetup Group,34,10001,10518045
234020,The San Francisco Figure Drawing Group,1,94101,3360874
234502,#1 NYC Single Events,9,10001,223180100
234834,Outdoors Meetup,23,10001,2330914
235362,New York City Beekeeping                   nycbeekeeping.org,4,10001,11008893
235498,The Chicago Euro Meetup Group,16,60601,4158324
236201,New York Philosophy,31,10001,19503341
237101,NYC and More!  Fun things to do!,10,10001,207937035
237462,"NYC Socials 20's, 30s, 40's",30,10001,10061867
238441,Brooklyn/ NYC Euchre Club,11,10001,12712422
239168,Mosaic Outdoor Mountain Club             of Greater New York,23,10001,2272694
241031,The New York Yankees Meetup Group,32,10001,2654448
241442,New York Film & Fashion Professionals,20,10001,203682908
242189,The New York / New Jersey Polyamory Meetup Group,17,10001,1032449
242218,"NYC's Bisexual, Non-Monosexual & Queer Meetup Group",12,10001,2815001
243079,The Chicago Yoga Meetup Group,9,60601,90088982
243706,Young Professionals & College Grads Book Club,31,10001,39160862
244113,"STARK OPEN MIC  !!POETS,SPOKEN WORD, MUSICIANS",21,10001,2815447
244553,NYC RPGeezers,11,10001,290410
244933,The Chicagoland Digital Photography Meetup Group,27,60601,635682
245649,SalsaCrazy's San Francisco Bay Area Salsa Dance Meetup,5,94101,1088979
245832,San Francisco Online Community Meetup Group,2,94101,2558157
248965,NY Wine and Restaurant Meetup Group,10,10001,1811550
250782,Chicagoland Green & Eco-living (CGE),4,60601,4828172
251808,Sierrans of Greater Chicago,23,60601,504027
252099,New York City Photoshop Meetup,27,10001,4021166
252173,Poker4Life.org  'Who do you play for',11,10001,23056031
252744,Bay Area Film Society,20,94101,5104699
253295,Chicago Fashion Scene,8,60601,90978062
255307,The New York Affiliate Marketing Meetup Group,2,10001,4023165
256318,The New York Rabbit Meetup Group,26,10001,2540782
257202,The Women's Investment Group (TWIG),2,10001,2885519
257310,The New York Small Business Club,2,10001,6630267
258160,The New York Horror Movie Group,20,10001,1102697
258402,Chicago Drupal Meet Up Group,34,60601,3396605
259030,The New York City Mountain Bikers Meetup Group,23,10001,2934514
259531,The San Francisco Singles Social Group (40s & 50s),31,94101,1559006
260611,San Francisco Wine Lovers Group,10,94101,3231509
263790,The New York Python Meetup Group,34,10001,64072142
264193,NYC Area Transgender  Meetup Group- The Stonewall Girls!,17,10001,4545914
264571,The Fun Chicago Group (FCG),31,60601,3304639
265135,NYC Shiba Inus and their Human Companions(NE Shibaholics).,26,10001,9934473
265380,ChicagoVeg Chicagoland Vegetarian-Vegan-RawFood Community,10,60601,4828172
265919,New York Ski Club,31,10001,3370958
267946,THE HR ALLIANCE,2,10001,3067842
269103,The New York Toy Dog Play Group,26,10001,2444690
272584,NYC Seattle Seahawks Meetup Group,30,10001,4988402
272793,NY Video,34,10001,54147562
273731,WordPress NYC Meetup Group,34,10001,72560962
274237,Oceanblue Divers - The Next Generation Dive Club,23,10001,1331774
274991,Lotico New York Semantic Web,34,10001,2316446
275595,Chicago Science Field Trips,6,60601,3163465
275628,Washington Redskins Fan Club of NYC,32,10001,4645103
275803,Dare2Draw,29,10001,11436174
276055,NYC PHP,34,10001,153701252
276163,The Chicagoland Feminists Meetup Group,13,60601,4158324
278104,"Fun Events in NYC (9,000+ members)",23,10001,188290493
278338,  * THE LAW OF ATTRACTION WORKSHOP *      New York/World,22,10001,1858923
279447,The Chicago Area Outdoor Adventure Meetup Group,23,60601,10492717
283813,Orisha/Santeria/Ifa/Spirit/Palo/Vodou Group of New York,22,10001,2690796
284496,Elegant Affairs- The Network.,31,10001,192191406
286869,NYC on Rails,34,10001,12170
287385,Lincoln Park Moms,25,60601,139041482
287576,The New York GNU/Linux Meetup Group,34,10001,3018762
287912,TERP: Totally Enveloping Real Time Play,21,10001,3030143
287988,Chicago Doctor Who Meetup,20,60601,1811065
288321,The NYC Puppy Meetup Group,26,10001,1921570
288361,ChicagoRuby,34,60601,190520517
289172,Philadelphia Sports Group of Chicago,32,60601,3225891
289623,The New York Teachers' Group,31,10001,4379102
289850,San Francisco Europeans (and Friends),16,94101,147023972
289882,SF Bay Area Nightlife & Social Events,31,94101,147707862
290350,The NYC Greek Mythology & Classical Literature Book Club,18,10001,2607949
291864,SF Founder Club,34,94101,11071880
292067,The San Francisco Play Reading Meetup Group,1,94101,71763032
292711,San Francisco Vegan Events,10,94101,1286288
293435,OUT IN NYC - Gay Lesbian Bi Trans Group,12,10001,202394408
293753,The NYC Agility Meetup Group,26,10001,1921570
294982,CHICAGO RAW FOOD COMMUNITY!,14,60601,551695
295444,The New York New York Jets Meetup Group,32,10001,2486062
297109,NYC Black & Latino Afterwork Drinks & Networking Group,31,10001,2800800
297702,NEW YORK MUSEUM CLUB,1,10001,2539150
298309,NEW YORK CULTURE CLUB,31,10001,2539150
298739,New York Film Collaborative,20,10001,156686392
298752,Culture for the Non-Cultured,16,10001,19503341
298994,The New York Single Parents Meetup Group,25,10001,3968740
299520,New York Fashion Connections,2,10001,91319762
299557,*Not Just Moms* - Organizer Group,25,10001,135627002
300185,** NY Pin Up Club **  - retro themed social events,27,10001,114296432
300195,Chicago Fire Rec Soccer,32,60601,2339416
303460,NYC SAT Prep from InteractiveMathTutor.com,25,10001,2486062
305264,The NYC Sunday Brainy Book Club,18,10001,116233762
306129,Startup Addicts SF,34,94101,9361239
306773,The New York Permaculture Meetup,4,10001,1956281
306878,The @!#$%&*ing Drinkathon!,10,10001,1885596
308179,New York City Tennis,32,10001,186182402
308910,The New York European Social Group,31,10001,205479431
309018,Flatmate Meetup : San Francisco Roommates Finder,31,94101,3260745
309424,Chicago Chess,11,60601,4842644
310078,Eating Disorders NYC Meetup,33,10001,3126153
310683,With Our Westies! (WOW!),26,10001,1866167
311527,NYC Divorce Mediation and Children & Divorce Group,33,10001,3126153
312267,NYC Volleyball and Social,32,10001,12115677
313341,Thirty Day Challenge San Francisco,2,94101,3508801
315652,The New York Type 1 Diabetes Meetup Group,14,10001,6613405
315908,The New York City Pepperheads Meetup Group,10,10001,2986853
316520,The New York OneWebDay Meetup Group,34,10001,3048882
317159,"The Happy Hour & Brunch Group of NY - 20's, 30's & Beyond",31,10001,2462184
317507,Spanish Speaking Professionals Meetup,16,10001,2145824
318095,The Chicago Korean Language Meetup Group,16,60601,7889489
320145,The NYC Havanese Playgroup,26,10001,3187848
320227,The NYC Dog Fun & Events Group,26,10001,3187848
321109,Plans for Pups (PfP) -- We have plans for pups!,26,10001,1866167
321601,SF Beta,34,94101,3174714
322242,Ukrainian Language Group in New York,16,10001,10195630
322635,Meditation NYC,14,10001,36831342
322720,The NYC Papillon Playgroup,26,10001,3187848
322734,The Chicago Social Dance Meetup Group,5,60601,2650644
323645,NYC LOST Meetup,31,10001,5689289
324099,"Social Adventures For All (BBQ Lovers, Social & Outdoors)",10,10001,184284965
324183,BULLDOGS of NEW YORK CITY,26,10001,5537221
324248,The NYC Makeup Artist Meetup Group,8,10001,9301344
324460,The New York Yiddish Language Meetup Group,16,10001,8207572
325750,NYC-EFT-Energy-Psychological-Spiritual-Healing-Meetup,14,10001,4096663
325761,Bretons of California,16,94101,2562115
328570,The San Francisco Philosophy Group,6,94101,23272311
329215,Chicago The Artist's Way Meetup Group,1,60601,5092271
332082,The New York City Fencing Meetup Group,32,10001,2088638
332535,"The Chicago Multiracial Individuals, Couples & Families/BFN",25,60601,3719477
333772,Chicago Skeptics,6,60601,1438702
335547,NYC PWDs,4,10001,8195488
335633,SF *Brazilian* Portuguese Language and Dancing!,16,94101,10099701
335746,Azns 4 a Cause (20's-40's),10,10001,7665573
336377,The Chicago Apple Meetup Group,34,60601,5643223
336429,Adventure Travel Meetup,23,60601,1304978
336797,The NYC Cigar Meetup Group,15,10001,4023165
336841,The NYC Jazz Meetup Group,21,10001,11947884
336870,The New York Chicago Bears Meetup Group,32,10001,2763031
337852,The Chicago Ghost Hunters Group,24,60601,2049538
338540,New York Shamanic Circle,28,10001,2258171
340019,The New York Tea Meetup Group,10,10001,186124836
340818,SF Dives,31,94101,5351273
341044,New York Wine Lovers,10,10001,7609126
341944,Chicago Tea Lovers Meetup Group,10,60601,10295625
344133,The New York City Ukulele Meetup Group,21,10001,1783733
344576,Chicagoland Card Players,31,60601,4195978
344877,Awesome Things to Do,31,10001,3843525
345225,Lose the Weight for Good,9,10001,7301818
345516,The French In Chicago Meetup group,16,60601,4196353
345700,The Chicago Running Meetup Group,9,60601,9465180
346283,The San Francisco Brunch Club,10,94101,893755
349026,The Chicagoland Divorce Support Meetup Group,33,60601,8245800
349090,Gotham Atheists,28,10001,2372535
349103,Meetup Community Organizers,26,94101,6536356
349600,Fit and Fun Outdoor Adventures,30,10001,3173777
351342,Chicago IT Professionals Meetup Group,2,60601,185351917
351352,Professional Bi & Lesbian Women of Color,12,10001,34477872
352458,The Chicago 40+ Fun Group,30,60601,3304639
352682,cHicago friends,31,60601,13638075
352827,The Chicagoland  Tennis  .com Meetup Group,32,60601,3063916
354741,IDNY: New York City Architecture + Design Meetup,2,10001,10123771
355348,Open Tai Chi  Form/ Push Hands/ Qigong ,14,10001,474790
355423,The New York Composers Meetup Group,21,10001,8288083
356219,Restaurant Owners Group,2,10001,3706728
358390,San Francisco Chihuahua Meetup,26,94101,186174
360206,The NY 60+ mens social network,31,10001,2721504
360207,Lifestyle Design - Living the Four Hour Work Week (FHWW),2,10001,7301818
360241,Windy City Boarders,23,60601,55676512
360243,The South Pole Unicycle Meetup Group,25,10001,128914
361602,INTERNATIONAL COFFEE AND CONVERSATION CHICAGO MEETUP,16,60601,7092500
362936,The New York Cloud and Grid Computing Meetup Group,34,10001,8145148
363536,Mens Group,14,10001,12374047
364055,"NYC Mix & Mingle Meetup Group (5,000+ members)",20,10001,35447412
365014,The Chicago Black Professionals Social Network,31,60601,9276695
366067,Goodnik,34,10001,1062811
