group_id,name,category_id,city_id
55272,"ESL ENGLISH COFFEE, CONVERSATION & FRIENDSHIP CHICAGO MEETUP",16,60601
56947,The Chicago Ex-Jehovah's Witnesses Meetup Group,28,60601
57434,The New York City Expat Meetup Group,31,10001
57688,New York City German Culture Group,16,10001
60592,The New York City ME/CFS &  Fibromyalgia  Meetup,33,10001
61473,Chicago Firefly/Serenity Meetup,29,60601
62721,The New York City Foreign Service Meetup Group,6,10001
62769,The San Francisco Formula 1 Meetup Group,3,94101
62864,The Tri-State Fotolog Meetup Group,27,10001
63491,The New York City Freemasons & Eastern Star Meetup Group,31,10001
63782,The Chicago French Language Meetup Group,16,60601
63856,original new york french meetup,16,10001
63891,LES AMI(E)S FRANCOPHONES DE SAN FRANCISCO,16,94101
64057,The Chicago Professionals Meetup,26,60601
64078,FRENCH BULLDOG NYC,26,10001
65784,IGDA NYC,34,10001
65802,San Franciso Game Development Meetup Group,2,94101
67696,The Chicago German Language Meetup Group,16,60601
67776,Flourishing Life Meetup,14,10001
67805,SF German Stammtisch,16,94101
71156,The Chicago Graphic Design Meetup Group,34,60601
72002,Greek Language & Culture Meetup (NYC),6,10001
75556,The New York City Hebrew Language Meetup Group,16,10001
76638,The New York City Hiking Group,23,10001
76731,The NYC Hindi Meetup Group,16,10001
76809,The New York City Hinduism and Buddhism Meetup Group,28,10001
77614,Chicago Area Homebirth Meetup,25,60601
81082,The New York City Information Architecture Meetup Group,34,10001
81314,The New York City Stock Traders  Meetup Group,2,10001
81368,The San Francisco Investor's Business Daily Meetup Group,2,94101
82387,The New York City Pro-Peace Meetup Group,13,10001
82918,The NYC Indian Meetup Group,16,10001
83211,Chicagoland Independent & Documentary Films/Movies[CIDFilms],20,60601
83236,The New York City Indie Film Meetup Group,20,10001
84585,New York Investing Meetup,2,10001
84905,The New York City Irish Language Meetup Group,16,10001
85362,The Chicago Italian Language Meetup Group,16,60601
85422,"New York City Italian Language, Food, & Culture Club",16,10001
85450,The San Francisco Italian Language Meetup Group,16,94101
86704,Chicago Japanese Language Meetup Group,16,60601
86777,The New York City Japanese Language Meetup Group,16,10001
87095,The New York City Java Meetup Group,34,10001
88008,The New York City Jewelry Making Meetup Group,15,10001
90497,The New York City Karaoke Meetup Group,31,10001
90517,SFBA Karaoke Meetup! :),21,94101
91120,Integral New York's Ken Wilber Meetup,22,10001
92266,The New York City Korean Language Exchange Meetup,16,10001
93155,New York Lacrosse Club,32,10001
98850,THE NEW YORK CITY MALTESE MEETUP GROUP,26,10001
101329,New York City Meditation and Celebration,31,10001
102531,The New York City Metaphysics Meetup Group,22,10001
103986,The New York City Miniature Pinscher Meetup Group,26,10001
105714,The Chicagoland Fun & Food Fans Meetup Group,20,60601
107575,Chicago MySQL User Group Meetup,34,60601
107592,"SQL NYC, The NoSQL & NewSQL Database Meetup",34,10001
107604,#SFMySQL Meetup,34,94101
107970,The NY Mythology Group,22,10001
108878,The Chicago Natural Building Meetup Group,4,60601
110103,The Chicago New In Town Meetup Group,31,60601
110197,The New York City New In Town Meetup Group,31,10001
110560,"NYC Travel, Local Trips, and Nightlife",31,10001
111855,Hypnosis & NLP NYC - Update Your Brain,14,10001
112155,NYC Non-Profit Meetup Club (NYCNP),4,10001
113455,Resilience NYC Meetup Group,4,10001
115482,The TriState Pagan Community,28,10001
117061,The NYC Paranormal Meetup,24,10001
120182,NY Photo & Safari Meetup,27,10001
120903,SF PHP Community,34,94101
122646,The Chicago Poker Meetup Group,11,60601
122787,New York City Poker Group,11,10001
123071,The NYC Polish Social Group,16,10001
123543,The New York City Pomeranian Meetup Group,26,10001
125245,The New York City Progressive Muslim Meetup Group,28,10001
126290,Chicago Pugs,26,60601
126412,The NYC Pug Meetup Group,26,10001
129080,The New York City Rat Meetup Group,26,10001
129277,The Live Food Chicago Community,14,60601
129313,The New York City Raw Food Meetup Group,14,10001
130340,"The New York City, Boston Red Sox meetup group.",32,10001
130643,NYC Reiki & Spiritual Healing Events,14,10001
131291,The New York City-BKLYN-L.I. Republican Party Meetup Group,13,10001
134063,The San Francisco Ruby Meetup Group,34,94101
134708,The New York City Russian Language Meetup Group,16,10001
135785,Sultry Salsa Dancers Chicago,5,60601
135815,The New York Latin Social Group,5,10001
136329,"NYC Satanists, Luciferians, Dark Pagans, and LHP Occultists",22,10001
137598,The Chicago Sci-Fi/Fantasy Meetup Group,29,60601
137667,The New York City Sci-Fi/Fantasy Meetup Group,29,10001
137842,World Writers-the NYC SciFi Fantasy Writers meetup,36,10001
138890,NYC Screenwriters Collective,20,10001
139547,"Love, Happiness & Success NYC",14,10001
140195,Saturday Strategy & Euro Boardgames,11,60601
140217,NYC Settlers of Catan Meetup Group,11,10001
141123,The New York City Shih Tzu Meetup Group,26,10001
141141,The San Francisco Shih Tzu Meetup Group,26,94101
141281,Chicago Shyness and Social Anxiety Meetup,33,60601
142245,Events for Wine Lovers,31,10001
143531,Chicago Business Leaders Forum,2,60601
143565,New York Business Network,2,10001
144409,The New York City Social Networking Meetup Group,31,10001
145874,The Chicago Spanish Language Meetup Group,16,60601
145951,The New York Spanish Language Meetup,16,10001
145990,San Francisco Spanish-Language MeetUp,16,94101
146584,The New York City Eastern Spirituality Meetup Group,28,10001
147811,The New York City Star Trek Meetup Group,29,10001
148015,The  New York City Star Wars  Meetup,29,10001
148184,The New York City Pittsburgh Steelers Meetup Group,32,10001
150828,The Chicago T'ai Chi Meetup Group,14,60601
151205,Forest Hills Tarot Meetup~ Tarot Community,22,10001
151261,The New York City Tarot Meetup Group,22,10001
153174,Thai Language Meetup of NYC and NJ,31,10001
153288,Chicago Theater Goers Meetup Group,1,60601
155678,The Chicago Townhall Meetup Group,13,60601
156777,New York City Futurist Group,29,10001
156985,The Chicago Travel Meetup Group,23,60601
157055,NYC World Travelers Group,23,10001
157085,SF Travel Addicts,31,94101
160188,The Chicago Vampire Meetup Group,31,60601
160880,Vegan Chicago,10,60601
160956,NYC Vegan EatUP,10,10001
161249,The New York City Vegetarian & Vegan Meetup,10,10001
161727,New York Vietnamese Meetup Group,16,10001
163773,NYC Web Design Meetup,34,10001
166137,NYC Wine Club,10,10001
166524,The New York City Witches Meetup Group,22,10001
170014,San Francisco Yorkshire Terrier & Dog Friends Meetup Group,26,94101
170413,The New York Young Republican Club,13,10001
171277,The New York City Democratic Party Meetup Group,13,10001
171703,The Upper Manhattan Democracy for America/DFNYC Meetup Group,13,10001
171706,The Lower Manhattan Democracy for America/DFNYC Meetup Group,13,10001
172957,The New York Hong Kong/Cantonese Meetup Group,16,10001
172996,"Chicago Arabic language, Culture & civilization Club",16,60601
176419,The New York French Language Meetup Group,16,10001
177092,New York City/Long Island Archery Group,32,10001
177330,Graphic Design NYC,34,10001
178198,Union Square Reading Group,1,10001
178487,Low Stakes Poker in Midtown,11,10001
179249,SOCIAL SAN FRANCISCO,31,94101
182048,The International Music Photographers Lounge,27,10001
183023,The Chicago Texas Holdem Meetup Group (C-THEM),11,60601
188667,New York City Swing Dance Group,5,10001
190144,The World Food Lover's Dining Out Group,10,10001
190303, NYC Entrepreneurs - Collaborate Innovate Expand,2,10001
191073,! New York Social Society Meetup Group !,31,10001
192000,NY's #1 Jewish Professionals Group,31,10001
192016,The Chicago Scotch Malt Whiskey Meetup Group,10,60601
192035,The NYC Business Networking Group (NYCBNG): Award Winner!,2,10001
192039,The Leftonred and Greene Meetup Group,31,10001
194110,Space Travelers Meetup On The Moon,22,10001
194872,VegOut NYC,10,10001
196664,ITALIANI NYc  italian language  www.ITALIANIALLESTERO.TV,16,10001
197964,The NYC  Book Club Meetup Group,18,10001
198402,New York Adventures,31,10001
199194,The New York Wine Social Group,31,10001
199741,Manhattan figure study and lighting workshops,27,10001
200998,NYC Professional Black And Latino Women,2,10001
202973,Asian American Professionals Connect Chicago (AAPC),2,60601
203119,Symbio.City,2,94101
204321,Closed Group,31,10001
204655,"NYC Chinese Language, Art, Culture and Business Group",16,10001
204662,The New York Music Production Meetup Group,21,10001
204781,Mandarin Mondays,16,10001
204802,Design Pros SF Bay Area  DPSFBA,27,94101
205659,NYC Writers Circle,36,10001
206147,NYC Black Professionals Dining Experience,2,10001
206643,The New York Argentinians Meetup,31,10001
207532,Aiwass Study Group,22,10001
208590,Osho Chicago Zorba the Buddha Circle,14,60601
209033,The Chicago Stay At Home Moms Meetup Group,25,60601
209318,The Original Dallas Cowboys' NYC Harcore Fan Club,32,10001
209639,"WATCH SOCCER IN NYC (EuroCup, English Premier, World Cup)",32,10001
210223,The Chicago Trading Group,2,60601
210793,Enchanted Crossroads Grove,22,10001
211301,"English, Vietnamese, Chinese, French, Portuguese Xchange",16,10001
211654,"Chicago Horror Meetup Group (Movies, Books, Etc., Etc.)",20,60601
211792,The New York Reporters and Journalists Meetup Group,34,10001
212018,Chicago Knitters Unite!,15,60601
213348,Drawing the Light - Studio & Lighting Classes,27,10001
213545,NYC French Expats (et autres francophiles) -Language Group,31,10001
213982,"NYC Networking & Social Events (3,000+ Members)",31,10001
214083,Mind & Body NYC,14,10001
214137,New York Snowboarding Group,23,10001
214504,Chicago Bloggers,34,60601
214927,Ethics and the Arts,28,10001
215238,Chicago Authors Showcase Book Club,22,60601
215959,Chicago Kabbalah & Spirituality,22,60601
216810,New York Asian Professionals Meetup- 8638 Members & growing!,31,10001
216933,Harry Potter NYC - The Group that Shall Not be Named,29,10001
217255,The New York English Language Group,16,10001
217535,The NY Epilepsy Support Network,33,10001
217575,Explore NY Meetup Group,31,10001
217853,TRI-STATE-NY- NJ -CT HEAVY METAL HEADBANGERS GROUP,21,10001
218094,"Prague Spring, NYC Chapter",6,10001
218210,Coach AGIWAL: New York Walking Meetup Group:Walk Park Ranger,9,10001
218308,The New York Opera Meetup,31,10001
218324,Professionals In New York City,30,10001
219102,The San Francisco Boston Terrier Meetup Group,26,94101
219810,Chicagoland Screenwriters & Filmmakers,36,60601
219932,NYC Bollywood Meetup Group,16,10001
219990,The New York City Pilots Group - (HANGAR FLYERS),23,10001
219991,#1 New York Shyness and Social Anxiety Meetup Group,33,10001
220201,Chicago Advertising Professionals Meetup Group,2,60601
220275,New York Tango,5,10001
220424,Super Fabulicious Hiking and Outdoor Adventure Group,23,94101
220651,Rumi New York City,21,10001
220967,The NYC Small Dog Playgroup,26,10001
221110,The Chicago Scuba Meetup Group,23,60601
221208,Manhattan Upscale Adventures,10,10001
221267,The Chicago Goth Meetup Group,17,60601
221293,San Francisco Tech4Good,34,94101
222362,NYCDSG: The New York City Depression Support Group.,33,10001
222898,"Real Estate Investors, Agents & Business Owners Association",2,10001
223019,New York City German Language Meetup Group,16,10001
223574,The Chicago area Dungeons & Dragons / RPG Meetup Group,11,60601
224169,The NY Culture Circle!,21,10001
224373,The NY Musicians Group,21,10001
224401,New York City Friends & Professionals,2,10001
225219,The New York City Meetup Organizer Meetup Group,2,10001
225407,Chicago Meetup Organizers (CMO),4,60601
226502,Futures and Forex Trading Education of Chicago,2,60601
227290,Chicago Hip Mama Collective,25,60601
227397,Windy City Hikers Meetup Group,23,60601
227421,The New York Japanese Culture Group,16,10001
227880,Secular Humanist Society of New York,28,10001
228200,New York  City Entrepreneurs,2,10001
228267,Sweet & Easy Success Secrets for Chocolate Professionals!,10,10001
228460,Central Lacrosse NYC: Women's Post Collegiate Lacrosse,32,10001
228614,The New York Boston Terrier Meetup Group,26,10001
228852,SF New Tech,34,94101
229174,The New York Immigration Control Meetup Group,2,10001
229184,The New York Conservatives Meetup Group,13,10001
229223,New York City Extreme Power Napping Meetup,14,10001
229279,The Chicago Sushi Meetup Group,10,60601
229654,The New York Golf Meetup Group,32,10001
229690,CASPAN: Chicago Autism Spectrum Young Adult Network/UAS,33,60601
229857,The New York Classical Music Meetup,21,10001
230033,The San Francisco Bay Area PostgreSQL Meetup Group,34,94101
230897,The NYC Italian Greyhound Playgroup,26,10001
231160,The Irish in New York Meetup Group,16,10001
231250,NYC Digital Marketing Meetup,2,10001
231501,The New York Puggles Meetup Group,26,10001
231508,The Super-Secret Invite-Only Asian Dating Meetup,30,10001
231814,The New York City Queer Christians Meetup,12,10001
232018,Cosmic Health NYC - Meditation Breathe Spirit Light,14,10001
232129,The New York Brazilian Portuguese Meetup Group,16,10001
232208,The Chicagoland Gay and Lesbian Professionals Meetup Group,12,60601
232270,The San Francisco Expat Canadian Meetup Group,16,94101
232487,Indian Music And Art Meetup,16,10001
232540,The Quran Discussion Group,28,10001
232923,Chicago DIY Learning Center,32,60601
232940,The San Francisco Photography Meetup Group,27,94101
233753,See The Futures,34,10001
233784,Nippon Food Club of NYC,10,10001
233860,The New York Wireless Connectivity Meetup Group,34,10001
234020,The San Francisco Figure Drawing Group,1,94101
234502,#1 NYC Single Events,9,10001
234834,Outdoors Meetup,23,10001
235362,New York City Beekeeping                   nycbeekeeping.org,4,10001
235498,The Chicago Euro Meetup Group,16,60601
236201,New York Philosophy,31,10001
237101,NYC and More!  Fun things to do!,10,10001
237462,"NYC Socials 20's, 30s, 40's",30,10001
238441,Brooklyn/ NYC Euchre Club,11,10001
239168,Mosaic Outdoor Mountain Club             of Greater New York,23,10001
241031,The New York Yankees Meetup Group,32,10001
241442,New York Film & Fashion Professionals,20,10001
242189,The New York / New Jersey Polyamory Meetup Group,17,10001
242218,"NYC's Bisexual, Non-Monosexual & Queer Meetup Group",12,10001
243079,The Chicago Yoga Meetup Group,9,60601
243706,Young Professionals & College Grads Book Club,31,10001
244113,"STARK OPEN MIC  !!POETS,SPOKEN WORD, MUSICIANS",21,10001
244553,NYC RPGeezers,11,10001
244933,The Chicagoland Digital Photography Meetup Group,27,60601
245649,SalsaCrazy's San Francisco Bay Area Salsa Dance Meetup,5,94101
245832,San Francisco Online Community Meetup Group,2,94101
248965,NY Wine and Restaurant Meetup Group,10,10001
250782,Chicagoland Green & Eco-living (CGE),4,60601
251808,Sierrans of Greater Chicago,23,60601
252099,New York City Photoshop Meetup,27,10001
252173,Poker4Life.org  'Who do you play for',11,10001
252744,Bay Area Film Society,20,94101
253295,Chicago Fashion Scene,8,60601
255307,The New York Affiliate Marketing Meetup Group,2,10001
256318,The New York Rabbit Meetup Group,26,10001
257202,The Women's Investment Group (TWIG),2,10001
257310,The New York Small Business Club,2,10001
258160,The New York Horror Movie Group,20,10001
258402,Chicago Drupal Meet Up Group,34,60601
259030,The New York City Mountain Bikers Meetup Group,23,10001
259531,The San Francisco Singles Social Group (40s & 50s),31,94101
260611,San Francisco Wine Lovers Group,10,94101
263790,The New York Python Meetup Group,34,10001
264193,NYC Area Transgender  Meetup Group- The Stonewall Girls!,17,10001
264571,The Fun Chicago Group (FCG),31,60601
265135,NYC Shiba Inus and their Human Companions(NE Shibaholics).,26,10001
265380,ChicagoVeg Chicagoland Vegetarian-Vegan-RawFood Community,10,60601
265919,New York Ski Club,31,10001
267946,THE HR ALLIANCE,2,10001
269103,The New York Toy Dog Play Group,26,10001
272584,NYC Seattle Seahawks Meetup Group,30,10001
272793,NY Video,34,10001
273731,WordPress NYC Meetup Group,34,10001
274237,Oceanblue Divers - The Next Generation Dive Club,23,10001
274991,Lotico New York Semantic Web,34,10001
275595,Chicago Science Field Trips,6,60601
275628,Washington Redskins Fan Club of NYC,32,10001
275803,Dare2Draw,29,10001
276055,NYC PHP,34,10001
276163,The Chicagoland Feminists Meetup Group,13,60601
278104,"Fun Events in NYC (9,000+ members)",23,10001
278338,  * THE LAW OF ATTRACTION WORKSHOP *      New York/World,22,10001
279447,The Chicago Area Outdoor Adventure Meetup Group,23,60601
283813,Orisha/Santeria/Ifa/Spirit/Palo/Vodou Group of New York,22,10001
284496,Elegant Affairs- The Network.,31,10001
286869,NYC on Rails,34,10001
287385,Lincoln Park Moms,25,60601
287576,The New York GNU/Linux Meetup Group,34,10001
287912,TERP: Totally Enveloping Real Time Play,21,10001
287988,Chicago Doctor Who Meetup,20,60601
288321,The NYC Puppy Meetup Group,26,10001
288361,ChicagoRuby,34,60601
289172,Philadelphia Sports Group of Chicago,32,60601
289623,The New York Teachers' Group,31,10001
289850,San Francisco Europeans (and Friends),16,94101
289882,SF Bay Area Nightlife & Social Events,31,94101
290350,The NYC Greek Mythology & Classical Literature Book Club,18,10001
291864,SF Founder Club,34,94101
292067,The San Francisco Play Reading Meetup Group,1,94101
292711,San Francisco Vegan Events,10,94101
293435,OUT IN NYC - Gay Lesbian Bi Trans Group,12,10001
293753,The NYC Agility Meetup Group,26,10001
294982,CHICAGO RAW FOOD COMMUNITY!,14,60601
295444,The New York New York Jets Meetup Group,32,10001
297109,NYC Black & Latino Afterwork Drinks & Networking Group,31,10001
297702,NEW YORK MUSEUM CLUB,1,10001
298309,NEW YORK CULTURE CLUB,31,10001
298739,New York Film Collaborative,20,10001
298752,Culture for the Non-Cultured,16,10001
298994,The New York Single Parents Meetup Group,25,10001
299520,New York Fashion Connections,2,10001
299557,*Not Just Moms* - Organizer Group,25,10001
300185,** NY Pin Up Club **  - retro themed social events,27,10001
300195,Chicago Fire Rec Soccer,32,60601
303460,NYC SAT Prep from InteractiveMathTutor.com,25,10001
305264,The NYC Sunday Brainy Book Club,18,10001
306129,Startup Addicts SF,34,94101
306773,The New York Permaculture Meetup,4,10001
306878,The @!#$%&*ing Drinkathon!,10,10001
308179,New York City Tennis,32,10001
308910,The New York European Social Group,31,10001
309018,Flatmate Meetup : San Francisco Roommates Finder,31,94101
309424,Chicago Chess,11,60601
310078,Eating Disorders NYC Meetup,33,10001
310683,With Our Westies! (WOW!),26,10001
311527,NYC Divorce Mediation and Children & Divorce Group,33,10001
312267,NYC Volleyball and Social,32,10001
313341,Thirty Day Challenge San Francisco,2,94101
315652,The New York Type 1 Diabetes Meetup Group,14,10001
315908,The New York City Pepperheads Meetup Group,10,10001
316520,The New York OneWebDay Meetup Group,34,10001
317159,"The Happy Hour & Brunch Group of NY - 20's, 30's & Beyond",31,10001
317507,Spanish Speaking Professionals Meetup,16,10001
318095,The Chicago Korean Language Meetup Group,16,60601
320145,The NYC Havanese Playgroup,26,10001
320227,The NYC Dog Fun & Events Group,26,10001
321109,Plans for Pups (PfP) -- We have plans for pups!,26,10001
321601,SF Beta,34,94101
322242,Ukrainian Language Group in New York,16,10001
322635,Meditation NYC,14,10001
322720,The NYC Papillon Playgroup,26,10001
322734,The Chicago Social Dance Meetup Group,5,60601
323645,NYC LOST Meetup,31,10001
324099,"Social Adventures For All (BBQ Lovers, Social & Outdoors)",10,10001
324183,BULLDOGS of NEW YORK CITY,26,10001
324248,The NYC Makeup Artist Meetup Group,8,10001
324460,The New York Yiddish Language Meetup Group,16,10001
325750,NYC-EFT-Energy-Psychological-Spiritual-Healing-Meetup,14,10001
325761,Bretons of California,16,94101
328570,The San Francisco Philosophy Group,6,94101
329215,Chicago The Artist's Way Meetup Group,1,60601
332082,The New York City Fencing Meetup Group,32,10001
332535,"The Chicago Multiracial Individuals, Couples & Families/BFN",25,60601
333772,Chicago Skeptics,6,60601
335547,NYC PWDs,4,10001
335633,SF *Brazilian* Portuguese Language and Dancing!,16,94101
335746,Azns 4 a Cause (20's-40's),10,10001
336377,The Chicago Apple Meetup Group,34,60601
336429,Adventure Travel Meetup,23,60601
336797,The NYC Cigar Meetup Group,15,10001
336841,The NYC Jazz Meetup Group,21,10001
336870,The New York Chicago Bears Meetup Group,32,10001
337852,The Chicago Ghost Hunters Group,24,60601
338540,New York Shamanic Circle,28,10001
340019,The New York Tea Meetup Group,10,10001
340818,SF Dives,31,94101
341044,New York Wine Lovers,10,10001
341944,Chicago Tea Lovers Meetup Group,10,60601
344133,The New York City Ukulele Meetup Group,21,10001
344576,Chicagoland Card Players,31,60601
344877,Awesome Things to Do,31,10001
345225,Lose the Weight for Good,9,10001
345516,The French In Chicago Meetup group,16,60601
345700,The Chicago Running Meetup Group,9,60601
346283,The San Francisco Brunch Club,10,94101
349026,The Chicagoland Divorce Support Meetup Group,33,60601
349090,Gotham Atheists,28,10001
349103,Meetup Community Organizers,26,94101
349600,Fit and Fun Outdoor Adventures,30,10001
351342,Chicago IT Professionals Meetup Group,2,60601
351352,Professional Bi & Lesbian Women of Color,12,10001
352458,The Chicago 40+ Fun Group,30,60601
352682,cHicago friends,31,60601
352827,The Chicagoland  Tennis  .com Meetup Group,32,60601
354741,IDNY: New York City Architecture + Design Meetup,2,10001
355348,Open Tai Chi  Form/ Push Hands/ Qigong ,14,10001
355423,The New York Composers Meetup Group,21,10001
356219,Restaurant Owners Group,2,10001
358390,San Francisco Chihuahua Meetup,26,94101
360206,The NY 60+ mens social network,31,10001
360207,Lifestyle Design - Living the Four Hour Work Week (FHWW),2,10001
360241,Windy City Boarders,23,60601
360243,The South Pole Unicycle Meetup Group,25,10001
361602,INTERNATIONAL COFFEE AND CONVERSATION CHICAGO MEETUP,16,60601
362936,The New York Cloud and Grid Computing Meetup Group,34,10001
363536,Mens Group,14,10001
364055,"NYC Mix & Mingle Meetup Group (5,000+ members)",20,10001
365014,The Chicago Black Professionals Social Network,31,60601
366067,Goodnik,34,10001
367352,FRIENDLY Samurai Sushi Dining Group,10,10001
367517,Couples Activites NYC '14! Fun activities for couples in NYC,31,10001
368356,New York Singles Travel,30,10001
368534,A New York Experience-Social Events,31,10001
369832,The Chicagoland E-Business Owners Meetup Group,2,60601
369967,New Yorkers for Peace in the Middle East,21,10001
372598,Bay Area Dining Club,30,94101
373964,Proof of Funds & Transactional Funding for Investments,2,60601
374316,FRIENDLY NYC Ultimate Frisbee,32,10001
375432,The New York City Cake Decorators,10,10001
375877,New York Singles Network,31,10001
376813,The After 10 PM - I Love The Night Life Meetup,31,10001
378314,Chicagoland Permaculture Meetup Group,4,60601
378382,NYC World of Warcraft Meetup Group!!!,11,10001
378676,"Music-Preneurs, Industry Networkers & Opportunity Seekers",21,10001
379756,NYC Six Nations/ Tri-Nations / World Cup Rugby Group!,16,10001
380057,TED-San Francisco,34,94101
382157,The NYC Continental Philosophy Group,18,10001
382356,The San Francisco Electronic Music Meetup Group,21,94101
383040,Art of Living NYC- Making Life a Celebration,14,10001
383286,NYC Drum Circle & Hand Drumming,21,10001
385489,Chicago Piano Meetup Group,21,60601
386443,4-Women-Entrepreneurs,2,94101
386518,San Francisco Art Forum,2,94101
386955,New York City Baby Boomers Meetup Group,30,10001
387087,Tall Club of New York City,31,10001
387309,Columbia Venture Community,2,10001
389014,SF Arts + Culture,1,94101
389619,The NYC Adoptees Meetup Group,25,10001
392059,-- TRIBE --,31,94101
392719,The Greater New York Sailing Group,23,10001
392773,! NYC Multi-Cultural Meetup!,31,10001
392883,The Upper West Side Parents Support Network Meetup,25,10001
394399,Chicago Moms,25,60601
394905,Massimo's Philosophy Caf,6,10001
395300,The New York Hungarian Social Network,31,10001
395891,NYC and Long Island Friends,31,10001
396693,There's No Business Like Your Business! Meetup Club,2,10001
397533,Chicago Euchre Club,11,60601
397941,NY group on Hold,2,10001
398212,San Francisco Bay Area GMAT Tutoring (Free),6,94101
398480,New York Nightlife,31,10001
399134,Five Boroughs Clothing Swap,8,10001
399919,The New York Libertarian Party Meetup Group,13,10001
400660,Explore New York: Urban Cyclists,23,10001
400845,Voterbook NYC (formerly ObamaNYC.com),13,10001
401062,Mind Power NYC - Unlock Create Experience,22,10001
401714,New York/New Jersey Animators Meetup Group,26,10001
402853,"Subtitles & Subtleties: Foreign Films, Young Professionals",20,94101
403117,Drinking With New Friends,31,10001
403763,NYC Barn Dance,5,10001
404368,The San Francisco Pickup Soccer Group,32,94101
404437,"The New York City Social Group (15,000+ members!)",31,10001
404476,"Mini Adventures For Free - Hiking, Dancing, Sports & More",5,10001
405957,The New York Robotics & Maker-Tech Group,34,10001
406838,LAW OF ATTRACTION MASTERMIND 3.0 - NYC,22,10001
407046,Sociedad Latina NY South American & European Parties in NYC,16,10001
407110,South Americans & Europeans Events NYC by Sociedad Latina NY,16,10001
407827,The Chicago Beach Volleyball Meetup Group,32,60601
409402,Cinema Heads Movie Club!,20,10001
410560,The NYC Small Dog Social Group,26,10001
410585,The Brooklyn Dog Agility Meetup Group,26,10001
411244,The Manhattan/New York City Social Meetup Group,31,10001
412807,SFDebate Political Discussion Meetup,13,94101
413427,NYC Service Businesses & Entrepreneurs Association,2,10001
414272,The New York Fashion Design Meetup Group,8,10001
414834,"#AAA.org & Darwin fans! Astronomy, Evolution, Science, NYC",6,10001
415402,Chinese & Taiwanese Chat,16,10001
415443,ITALIAN CHAT: #1 Italian Meetup in NY!,16,10001
416797,The Chicago LGBT Christians Meetup Group,12,60601
416909,The San Francisco Yoga Meetup,14,94101
417404,NLP Practice Club (Est. 2007). A place to master soft skills,2,60601
418253,The Broadway Genius Club,1,10001
419459,The New York City - Hampton Connection Meetup Group,31,10001
419600,"Church of Azazel proto-congregation, New York City",28,10001
420347,Outdoor Life Adventures Club,31,60601
